trade_id,symbol,direction,entry_time,entry_price,sl_price,tp1_price,tp2_price,current_sl,sl_dist,tp1_dist,tp2_dist,total_lots,part_lots,run_lots,tp1_hit,tp2_hit,starting_balance,exit_time,exit_price,duration_m,exit_reason,net_pnl,ending_balance,entry_dt,month
13,AUDJPY,BUY,2026-01-12 18:15:00+00:00,106.149,106.02434067776487,106.32352305112919,106.39831864447027,106.02434067776487,0.12465932223513175,0.17452305112918445,0.2493186444702635,0.62,0.31,0.31,False,False,4766.15,2026-01-12 21:05:00+00:00,106.038,170.0,EOD_EXIT,-47.89,4718.25,2026-01-12 18:15:00+00:00,2026-01
14,AUDJPY,BUY,2026-01-13 06:55:00+00:00,106.555,106.42025459101123,106.7436435725843,106.82449081797756,106.42025459101123,0.13474540898878046,0.18864357258429262,0.2694908179775609,0.57,0.28,0.29,False,False,4718.25,2026-01-13 09:40:00+00:00,106.42025459101123,165.0,SL,-52.85,4665.4,2026-01-13 06:55:00+00:00,2026-01
15,AUDJPY,BUY,2026-01-13 12:30:00+00:00,106.586,106.45921764663643,106.763495294709,106.83956470672715,106.45921764663643,0.1267823533635706,0.17749529470899883,0.2535647067271412,0.61,0.3,0.31,False,False,4665.4,2026-01-13 13:45:00+00:00,106.45921764663643,75.0,SL,-53.05,4612.35,2026-01-13 12:30:00+00:00,2026-01
16,AUDJPY,BUY,2026-01-14 06:40:00+00:00,106.645,106.52048615970287,106.81931937641596,106.89402768059423,106.52048615970287,0.12451384029712052,0.17431937641596873,0.24902768059424105,0.62,0.31,0.31,False,False,4612.35,2026-01-14 07:00:00+00:00,106.52048615970287,20.0,SL,-53.1,4559.25,2026-01-14 06:40:00+00:00,2026-01
17,AUDJPY,SELL,2026-01-14 20:55:00+00:00,105.881,106.05453670096061,105.63804861865513,105.53392659807876,106.05453670096061,0.17353670096061513,0.24295138134486116,0.34707340192123026,0.44,0.22,0.22,False,False,4559.25,2026-01-14 21:05:00+00:00,105.828,10.0,EOD_EXIT,12.98,4572.23,2026-01-14 20:55:00+00:00,2026-01
18,AUDJPY,BUY,2026-01-15 14:35:00+00:00,106.102,105.93885265438155,106.33040628386586,106.42829469123693,105.93885265438155,0.16314734561846045,0.2284062838658446,0.3262946912369209,0.47,0.23,0.24,False,False,4572.23,2026-01-15 21:05:00+00:00,106.223,390.0,EOD_EXIT,34.67,4606.9,2026-01-15 14:35:00+00:00,2026-01
19,AUDJPY,SELL,2026-01-16 10:45:00+00:00,106.008,106.1407365417825,105.82216884150449,105.74252691643498,106.008,0.13273654178250646,0.18583115849550905,0.2654730835650129,0.58,0.29,0.29,True,False,4606.9,2026-01-16 12:45:00+00:00,105.74252691643498,120.0,FULL_TP2,82.29,4689.19,2026-01-16 10:45:00+00:00,2026-01
20,AUDJPY,SELL,2026-01-16 18:55:00+00:00,105.676,105.81436749040324,105.48228551343546,105.39926501919352,105.81436749040324,0.1383674904032422,0.19371448656453907,0.2767349808064844,0.56,0.28,0.28,False,False,4689.19,2026-01-18 21:05:00+00:00,105.39926501919352,3010.0,FULL_TP2,82.94,4772.13,2026-01-16 18:55:00+00:00,2026-01
21,AUDJPY,BUY,2026-01-19 18:00:00+00:00,106.125,105.9923438168322,106.31071865643491,106.3903123663356,105.9923438168322,0.13265618316780095,0.18571865643492133,0.2653123663356019,0.58,0.29,0.29,False,False,4772.13,2026-01-19 21:05:00+00:00,106.108,185.0,EOD_EXIT,-9.32,4762.81,2026-01-19 18:00:00+00:00,2026-01
22,AUDJPY,BUY,2026-01-20 17:15:00+00:00,106.47,106.28608567646859,106.72748005294397,106.8378286470628,106.28608567646859,0.18391432353140677,0.2574800529439695,0.36782864706281354,0.42,0.21,0.21,False,False,4762.81,2026-01-20 21:05:00+00:00,106.473,230.0,EOD_EXIT,-1.28,4761.53,2026-01-20 17:15:00+00:00,2026-01
23,AUDJPY,BUY,2026-01-21 17:45:00+00:00,106.946,106.77706575607883,107.18250794148963,107.28386848784233,106.77706575607883,0.1689342439211676,0.2365079414896346,0.3378684878423352,0.45,0.23,0.22,False,False,4761.53,2026-01-21 21:05:00+00:00,106.999,200.0,EOD_EXIT,13.27,4774.8,2026-01-21 17:45:00+00:00,2026-01
24,AUDJPY,BUY,2026-01-22 11:30:00+00:00,107.988,107.82016302557415,108.2229717641962,108.32367394885172,107.988,0.16783697442585813,0.23497176419620136,0.33567394885171625,0.46,0.23,0.23,True,False,4774.8,2026-01-22 17:30:00+00:00,108.32367394885172,360.0,FULL_TP2,83.13,4857.93,2026-01-22 11:30:00+00:00,2026-01
25,AUDJPY,BUY,2026-01-22 20:10:00+00:00,108.323,108.16680266837261,108.54167626427832,108.63539466325476,108.16680266837261,0.1561973316273793,0.21867626427833103,0.3123946632547586,0.49,0.24,0.25,False,False,4857.93,2026-01-22 21:05:00+00:00,108.31,55.0,EOD_EXIT,-6.6,4851.34,2026-01-22 20:10:00+00:00,2026-01
26,AUDJPY,SELL,2026-01-26 06:15:00+00:00,106.528,106.81285042541256,106.12920940442244,105.9582991491749,106.528,0.2848504254125511,0.39879059557757157,0.5697008508251022,0.27,0.14,0.13,True,False,4851.34,2026-01-26 11:10:00+00:00,106.528,295.0,TP1_THEN_BE,34.99,4886.33,2026-01-26 06:15:00+00:00,2026-01
27,AUDJPY,SELL,2026-01-26 14:40:00+00:00,106.489,106.76732514146585,106.09934480194784,105.93234971706832,106.76732514146585,0.27832514146583887,0.3896551980521744,0.5566502829316777,0.28,0.14,0.14,False,False,4886.33,2026-01-26 16:10:00+00:00,106.76732514146585,90.0,SL,-51.4,4834.93,2026-01-26 14:40:00+00:00,2026-01
28,AUDJPY,SELL,2026-01-27 18:55:00+00:00,106.58,106.82988913880125,106.23015520567824,106.08022172239748,106.82988913880125,0.2498891388012576,0.34984479432176063,0.4997782776025152,0.31,0.15,0.16,False,False,4834.93,2026-01-27 21:05:00+00:00,106.692,130.0,EOD_EXIT,-24.15,4810.78,2026-01-27 18:55:00+00:00,2026-01
29,AUDJPY,BUY,2026-01-28 07:20:00+00:00,106.871,106.65710621053924,107.17045130524507,107.29878757892152,106.65710621053924,0.2138937894607611,0.2994513052450655,0.4277875789215222,0.36,0.18,0.18,False,False,4810.78,2026-01-28 14:10:00+00:00,107.29878757892152,410.0,FULL_TP2,83.4,4894.18,2026-01-28 07:20:00+00:00,2026-01
30,AUDJPY,BUY,2026-01-29 06:10:00+00:00,108.455,108.21849053862917,108.78611324591915,108.92801892274166,108.21849053862917,0.23650946137082687,0.3311132459191576,0.47301892274165375,0.32,0.16,0.16,False,False,4894.18,2026-01-29 07:50:00+00:00,108.21849053862917,100.0,SL,-51.6,4842.58,2026-01-29 06:10:00+00:00,2026-01
31,AUDJPY,SELL,2026-01-30 07:35:00+00:00,107.561,107.8596236395741,107.14292690459628,106.96375272085182,107.8596236395741,0.29862363957409505,0.41807309540373305,0.5972472791481901,0.26,0.13,0.13,False,False,4842.58,2026-01-30 08:00:00+00:00,107.8596236395741,25.0,SL,-51.3,4791.28,2026-01-30 07:35:00+00:00,2026-01
32,AUDJPY,SELL,2026-01-30 08:45:00+00:00,107.618,107.92322195103309,107.19068926855367,107.00755609793381,107.92322195103309,0.30522195103308764,0.42731073144632264,0.6104439020661753,0.25,0.12,0.13,False,False,4791.28,2026-01-30 10:10:00+00:00,107.92322195103309,85.0,SL,-51.25,4740.03,2026-01-30 08:45:00+00:00,2026-01
33,AUDJPY,BUY,2026-01-30 12:10:00+00:00,108.058,107.74755906019742,108.49261731572362,108.67888187960517,108.058,0.3104409398025839,0.43461731572361745,0.6208818796051678,0.25,0.12,0.13,True,False,4740.03,2026-01-30 14:55:00+00:00,108.058,165.0,TP1_THEN_BE,32.7,4772.73,2026-01-30 12:10:00+00:00,2026-01
34,AUDJPY,BUY,2026-02-03 10:25:00+00:00,109.252,108.9462557315484,109.68004197583222,109.86348853690318,108.9462557315484,0.3057442684515894,0.42804197583222514,0.6114885369031788,0.25,0.12,0.13,False,False,4772.73,2026-02-03 14:00:00+00:00,108.9462557315484,215.0,SL,-51.25,4721.48,2026-02-03 10:25:00+00:00,2026-02
35,AUDJPY,BUY,2026-02-03 14:50:00+00:00,109.16,108.88161718941987,109.54973593481216,109.71676562116023,108.88161718941987,0.27838281058011954,0.38973593481216734,0.5567656211602391,0.28,0.14,0.14,False,False,4721.48,2026-02-03 18:00:00+00:00,108.88161718941987,190.0,SL,-51.4,4670.08,2026-02-03 14:50:00+00:00,2026-02
36,AUDJPY,BUY,2026-02-03 19:05:00+00:00,109.159,108.87103622395297,109.56214928646587,109.73492755209409,108.87103622395297,0.2879637760470401,0.4031492864658561,0.5759275520940802,0.27,0.14,0.13,False,False,4670.08,2026-02-03 21:05:00+00:00,109.331,120.0,EOD_EXIT,28.88,4698.96,2026-02-03 19:05:00+00:00,2026-02
37,AUDJPY,BUY,2026-02-04 10:35:00+00:00,110.022,109.8091610082634,110.31997458843125,110.44767798347321,109.8091610082634,0.2128389917366008,0.29797458843124114,0.4256779834732016,0.36,0.18,0.18,False,False,4698.96,2026-02-04 13:50:00+00:00,109.8091610082634,195.0,SL,-51.8,4647.16,2026-02-04 10:35:00+00:00,2026-02
38,AUDJPY,SELL,2026-02-05 08:00:00+00:00,109.443,109.68718832423197,109.10113634607524,108.95462335153606,109.68718832423197,0.24418832423197323,0.3418636539247625,0.48837664846394646,0.31,0.15,0.16,False,False,4647.16,2026-02-05 08:30:00+00:00,109.68718832423197,30.0,SL,-51.55,4595.61,2026-02-05 08:00:00+00:00,2026-02
39,AUDJPY,SELL,2026-02-05 14:05:00+00:00,109.21,109.48203595853685,108.8291496580484,108.66592808292627,109.48203595853685,0.27203595853686185,0.38085034195160655,0.5440719170737237,0.28,0.14,0.14,False,False,4595.61,2026-02-05 14:30:00+00:00,108.66592808292627,25.0,FULL_TP2,82.88,4678.49,2026-02-05 14:05:00+00:00,2026-02
40,AUDJPY,SELL,2026-02-05 17:20:00+00:00,109.23,109.54217966505303,108.79294846892577,108.60564066989396,109.23,0.3121796650530195,0.43705153107422723,0.624359330106039,0.25,0.12,0.13,True,False,4678.49,2026-02-05 21:05:00+00:00,108.783,225.0,EOD_EXIT,70.71,4749.2,2026-02-05 17:20:00+00:00,2026-02
41,AUDJPY,BUY,2026-02-06 19:15:00+00:00,110.266,110.02545114472635,110.60276839738313,110.74709771054732,110.02545114472635,0.24054885527366104,0.3367683973831254,0.4810977105473221,0.32,0.16,0.16,False,False,4749.2,2026-02-08 21:05:00+00:00,110.313,2990.0,EOD_EXIT,8.19,4757.39,2026-02-06 19:15:00+00:00,2026-02
42,AUDJPY,BUY,2026-02-09 06:50:00+00:00,110.085,109.8240252168218,110.45036469644947,110.60694956635638,110.085,0.26097478317819517,0.3653646964494732,0.5219495663563903,0.29,0.14,0.15,True,False,4757.39,2026-02-09 15:50:00+00:00,110.60694956635638,540.0,FULL_TP2,82.8,4840.2,2026-02-09 06:50:00+00:00,2026-02
43,AUDJPY,SELL,2026-02-10 11:20:00+00:00,109.753,109.9470501014452,109.48132985797672,109.3648997971096,109.753,0.19405010144519846,0.2716701420232778,0.38810020289039693,0.4,0.2,0.2,True,False,4840.2,2026-02-10 13:35:00+00:00,109.3648997971096,135.0,FULL_TP2,83.89,4924.09,2026-02-10 11:20:00+00:00,2026-02
44,AUDJPY,SELL,2026-02-10 19:15:00+00:00,109.214,109.42561620523564,108.9177373126701,108.79076758952871,109.42561620523564,0.21161620523564514,0.2962626873299032,0.4232324104712903,0.36,0.18,0.18,False,False,4924.09,2026-02-10 21:05:00+00:00,109.174,110.0,EOD_EXIT,7.57,4931.66,2026-02-10 19:15:00+00:00,2026-02
